elementId,publicTitle,mapSelected,currentMapLayer,spatialDataExists,geometryType,spatialScopeType,coordinateMeaning,aggregationLevel,sourceSpatialUnit,targetSpatialUnit,spatialSemanticsVerified,mapBenefit,exclusionReason,finalMapDisposition
C-016,재생에너지 발주·확대계획,true,true,true,Polygon/MultiPolygon,admin1,source-region-value,admin1,admin1,admin1,true,공개된 성·시별 재생에너지 계획의 공간 차이를 비교할 수 있습니다.,,admin1
C-017,재생에너지 투자 인센티브,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
C-018,중장기 에너지 전망,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
C-019,탄소시장 법·제도와 예산,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
C-020,온실가스 감축사업 기초정보,false,false,false,unknown,unknown,unknown,non-spatial-or-unverified,unknown,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,공개 가능한 공간 geometry 또는 검증 위치가 없음,panel-only
C-021,자발적 탄소시장 사업목록,false,false,false,unknown,unknown,unknown,non-spatial-or-unverified,unknown,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,공개 가능한 공간 geometry 또는 검증 위치가 없음,panel-only
C-022,탄소시장 준비도,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
C-023,한계저감비용,false,false,false,unknown,unknown,unknown,non-spatial-or-unverified,unknown,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,공개 가능한 공간 geometry 또는 검증 위치가 없음,panel-only
C-024,산림전용 방지 및 산림보전(REDD+),false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
C-025,탄소크레딧 사업 및 발행실적,true,true,true,point,project-site,verified-physical-site,project-site,project-site,point,true,검증된 탄소크레딧 사업지의 기술·입지 분포를 비교할 수 있습니다.,,point
D-001,단위 사업당 CAPEX,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-002,시장 성장률,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-003,예상 감축량,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-004,크레딧 가격 연동 수익성,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-005,감축/적응 구분별 예산 배분 비율,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-006,기후 관련 조세 수입,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-007,"기후예산태깅(CBT, Climate Budget Tagging) 도입 여부 및 수준",false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-008,주관 부처별 기후 예산 규모,true,true,true,Polygon/MultiPolygon,admin1,source-region-value,admin1,admin1,admin1,true,실제 공개된 성·시 기후지출의 지역 차이를 비교할 수 있습니다.,,admin1
D-009,기후대응·기후기술 관련 정부 예산,false,false,true,Polygon/MultiPolygon (scope only),admin1,source-region-value,admin1,admin1 · nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-010,화석연료 보조금 규모,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-011,개도국 내 각국별 ODA 규모,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-012,경쟁국 민간기업의 개도국 진출 현황,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-013,녹색성장지수,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-014,대외경제협력기금 사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-015,한국 공적개발원조 사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-016,정부·지방자치단체 협력사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-017,한국 ODA 사업기획·입찰,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-018,적응기금 사업,true,true,true,MultiPolygon/Point,multi-country-regional,project-country-scope,regional-project,multi-country-regional,participating-country-scope-and-verified-activity-site,true,초국경 적응사업의 참여국과 베트남 참여 여부를 한눈에 확인할 수 있습니다.,,regional-scope
D-019,CTCN 기술지원,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-020,녹색기후기금 사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-021,국제기구·개발은행 사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-022,개발금융·민관협력 투자사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-023,국제협력·기후재원 사업,false,true,true,unknown,unknown,unknown,non-spatial-or-unverified,nation · point,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,프로젝트 레코드 중 검증된 세부 위치가 없거나 다른 활성 레이어와 중복되어 패널에서만 제공,panel-only
D-024,벤처·임팩트 투자,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-025,민간 인프라 투자,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
D-026,정치적 위험 보증사업,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-001,CTCN 국가지정기구,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-002,파리협정 국가지정기관,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-003,녹색기후기금 국가지정기관,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-004,국제기구 현지사무소,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-005,대학·연구기관·시민사회,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-006,현지 투자자 네트워크,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-007,온실가스 산정·보고·검증 체계,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-008,기후기술 논문·특허,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-009,과학기술 인력,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-010,연구개발·혁신 역량,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-011,기술준비수준,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-012,기술인력과 임금,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-013,운영·유지보수 역량,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-014,기후·녹색성장 양자협정,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-015,NDC 파트너십 참여,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-016,한국 기후기술 성숙도,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-017,한국 기후기술 비교우위,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-018,한국 기업의 현지 진출,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-019,한국 기관 현지사무소,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
E-020,한국의 공공·민간 지원제도,false,false,true,Polygon/MultiPolygon (scope only),country,source-region-value,country,nation,panel-only,true,데이터 찾기·상세 패널에서 원천 집계수준을 유지하는 편이 정확함,국가 집계·패널 분석이 더 적합하거나 지도에서 추가 분석 이득을 주는 검증 공간표현이 없음,panel-only
