pageType,route,surface,text,decision,replacement,reason
detail,B-026,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-027,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-028,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-029,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-030,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-031,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-032,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-033,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-034,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-035,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-036,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-037,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-038,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-039,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-040,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-041,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-042,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-043,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-044,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-045,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-046,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-047,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,B-048,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-001,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-002,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-003,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-004,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-005,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-006,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-007,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-008,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-009,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-010,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-011,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-012,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-013,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-014,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-015,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-016,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-017,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-018,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-019,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-020,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-021,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-022,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-023,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-024,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,C-025,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-001,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-002,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-003,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-004,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-005,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-006,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-007,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-008,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-009,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-010,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-011,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-012,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-013,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-014,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-015,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-016,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-017,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-018,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-019,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-020,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-021,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-022,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-023,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-024,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-025,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,D-026,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-001,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-002,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-003,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-004,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-005,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-006,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-007,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-008,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-009,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-010,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-011,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-012,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-013,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-014,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-015,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-016,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-017,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-018,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-019,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
detail,E-020,analysis,데이터 분석,KEEP,,states the data and its reading in reader-facing Korean
map,A-023,left-list,발전소 / 입지·발전원·설비용량 분포,KEEP,,states the data and its reading in reader-facing Korean
map,A-023,legend,발전소선택 데이터 · 발전소 · 개숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,A-023,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,A-024,left-list,베트남 송전망 / 연결구조·전압별 분포,KEEP,,states the data and its reading in reader-facing Korean
map,A-024,legend,베트남 송전망선택 데이터 · 전체 전압 · kV숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,A-024,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,C-016,left-list,재생에너지 지역계획 / 성·시별 계획용량,KEEP,,states the data and its reading in reader-facing Korean
map,C-016,legend,재생에너지 지역계획선택 데이터 · 옥상태양광(ĐMT mái nhà) · MW숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,C-016,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,B-021,left-list,지역 취약성 / 권역별 취약성 수준,KEEP,,states the data and its reading in reader-facing Korean
map,B-021,legend,지역 취약성선택 데이터 · GVI 취약성 지수 · 0–100 지수숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,B-021,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,B-031,left-list,산림 총면적 / 성·시별 산림면적,KEEP,,states the data and its reading in reader-facing Korean
map,B-031,legend,산림 총면적선택 데이터 · 성(省)별 수관 면적(2010) · ha숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,B-031,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,B-032,left-list,수관 피복률 / 성·시별 수관피복률,KEEP,,states the data and its reading in reader-facing Korean
map,B-032,legend,수관 피복률선택 데이터 · 성(省)별 수관 피복률 — 임계 30% · %숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,B-032,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,B-033,left-list,연간 산림손실 / 지역별 손실·연도 변화,KEEP,,states the data and its reading in reader-facing Korean
map,B-033,legend,연간 산림손실선택 데이터 · 연간 수관 손실 — 성(省) 단위 · ha/yr숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,B-033,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,B-034,left-list,산림 탄소 / 저장·배출·흡수량,KEEP,,states the data and its reading in reader-facing Korean
map,B-034,legend,산림 탄소선택 데이터 · 성(省)별 산림탄소 순플럭스(연평균) · Mg CO₂e/yr숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,B-034,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,B-048,left-list,주요 광산 / 위치·광종 분포,KEEP,,states the data and its reading in reader-facing Korean
map,B-048,legend,주요 광산선택 데이터 · 주요 광산 · 개숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,B-048,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,C-025,left-list,탄소크레딧 사업 / 위치·유형별 분포,KEEP,,states the data and its reading in reader-facing Korean
map,C-025,legend,탄소크레딧 사업선택 데이터 · 탄소크레딧 사업 · 개숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,C-025,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,D-008,left-list,지역 기후예산 / 성·시별 기후예산 규모,KEEP,,states the data and its reading in reader-facing Korean
map,D-008,legend,지역 기후예산선택 데이터 · 성 단위 기후변화 지출 누계 · VND숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,D-008,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
map,D-018,left-list,적응기금 사업 / 참여지역·활동지역,KEEP,,states the data and its reading in reader-facing Korean
map,D-018,legend,적응기금 사업선택 데이터 · 지역 협력범위·세부 활동지역 · 사업숨기기,KEEP,,states the data and its reading in reader-facing Korean
map,D-018,selected-detail,"데이터 지도선택 데이터 1개를 보고, 필요하면 보조 데이터 1개를 함께 보세요.접기국가베트남방글라데시 · 준비 중필리핀 · 준비 중캄보디아 · 준비 중인도네시아 · 준비 중라오스 · 준비 중스리랑카 · 준비 중인도 · 준비 중말레이시아 · 준비 중이집트 · 준비 중전체 범위 보기모두 지우기추천 분석전력 인프라송전망 + 발전소재생에너지 계획지역별 계획 + 송전망·발전소산림 변화산림손실 + 산림면적·탄소기후 취약성권역 위험도 + 기후예산·적응사업기후재원 사업적응기금 지역 협력범위 + 검증된 탄소사업지지도 데이터지도에서 확인할 데이터를 선택하세요에너지·인프라발전소입지·발전원·설비용량 분포베트남 송전망연결구조·전압별 분포재생에너지 지역계획성·시별 계획용량산림·토지산림 총면적성·시별 산림면적수관 피복률성·시별 수관피",KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,개도국 전략지도국가녹색기술연구소 · 기후기술 협력 데이터,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,데이터 찾기,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,데이터 지도,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,데이터 다운로드,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,⌕검색Ctrl K,KEEP,,states the data and its reading in reader-facing Korean
download,download,H1,데이터 다운로드,KEEP,,states the data and its reading in reader-facing Korean
download,download,P,다운로드할 데이터를 선택하세요. CSV 또는 JSON으로 내려받을 수 있습니다,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CSV,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,JSON,KEEP,,states the data and its reading in reader-facing Korean
download,download,H2,1. 데이터 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,검색,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,국가전체베트남,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,대분류전체국가 기본 정보기후 환경정책·제도시장·산업 및 재원협력·실행 기반,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,부패인식지수(CPI) 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CPI,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,국가 정책·제도 평가(CPIA) 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CPIA,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,국내총생산 및 경제성장 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,빈곤율 및 극빈곤율 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,산업구조 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,고용 및 실업 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,인구 및 도시화 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,소득 불평등(지니계수) 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,온실가스 배출집약도 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,JRC,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EDGAR,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,온실가스 종류별 배출량 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,JRC,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EDGAR,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,부문별 온실가스 배출량 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,JRC,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EDGAR,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,온실가스 총배출량 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,JRC,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EDGAR,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,NDC와 지속가능발전목표 연계 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,NDC,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,지속가능발전목표 지수 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,SDSN,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,지속가능발전목표 세부 달성도 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,SDSN,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,1차 에너지 소비구조 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,발전원별 균등화 발전비용 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,발전설비 용량 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IRENA,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,송배전 손실률 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,재생에너지 비중 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,IRENA,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,전력 접근률 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,정전 빈도와 지속시간 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,EVN,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,발전소 현황 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,베트남 송전망 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,탄소포집·저장 시설 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,건물 분포 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,육상교통 인프라 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,해안·수자원 인프라 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,자유무역협정 체결 현황 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,WTO,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,VCCI,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,한국과의 교역 규모 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,물류성과지수 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,중간재 교역 규모 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,OECD,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,해운 연결성 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,UNCTAD,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,건기와 우기 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CCKP,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CRU,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,기후대 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,평균 기온과 강수량 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CCKP,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CRU,KEEP,,states the data and its reading in reader-facing Korean
download,download,LABEL,과거·미래 기후전망(CMIP6) 선택,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,CMIP6,KEEP,,states the data and its reading in reader-facing Korean
download,download,BUTTON,ESMAP,KEEP,,states the data and its reading in reader-facing Korean
